compound	compound_desc
C03149	N-Phosphotaurocyamine; Taurocyamine phosphate; N(omega)-Phosphotaurocyamine
C03150	Nicotinamide-beta-riboside; N-Ribosylnicotinamide; 1-(beta-D-Ribofuranosyl)nicotinamide
C03160	2-Succinylbenzoyl-CoA; o-Succinylbenzoyl-CoA; Succinylbenzoyl-CoA; 4-(2-Carboxyphenyl)-4-oxobutanoyl-CoA
C03166	Phosphoguanidinoacetate; Guanidinoacetate phosphate
C03167	Phosphonoacetaldehyde; 2-Phosphonoacetaldehyde; 2-Oxoethylphosphonate
C03170	Trypanothione disulfide; Oxidized trypanothione
C03175	Shikimate 3-phosphate; Shikimate 5-phosphate
C03179	Transferrin[Fe(III)]2
C03194	(R)-1-Aminopropan-2-ol; (R)-1-Amino-2-propanol
C03196	(S)-2-Hydroxyglutarate
C03201	1-Alkyl-2-acylglycerol; 2-Acyl-1-alkyl-sn-glycerol
C03205	11-Deoxycorticosterone; Deoxycorticosterone; Cortexone; 21-Hydroxy-4-pregnene-3,20-dione; Desoxycortone; DOC
C03217	2-Hydroxy-3-oxoadipate
C03219	(E)-2-Methylpropanal oxime; (E)-Isobutyraldehyde oxime; (E)-Isobutanal oxime
C03221	2-trans-Dodecenoyl-CoA; (2E)-Dodec-2-enoyl-CoA; (2E)-Dodecenoyl-CoA
C03227	3-Hydroxy-L-kynurenine
C03230	(Indol-3-yl)glycolaldehyde; 3-Indoleglycolaldehyde
C03231	3-Methylglutaconyl-CoA; trans-3-Methylglutaconyl-CoA; (E)-3-Methylglutaconyl-1-CoA
C03232	3-Phosphonooxypyruvate; 3-Phosphonooxypyruvic acid; 3-Phosphohydroxypyruvate; 3-Phosphohydroxypyruvic acid; 3-Phosphooxypyruvate
C03239	6-Amino-2-oxohexanoate; 2-Oxo-6-aminocaproate
C03242	Dihomo-gamma-linolenate; Dihomo-gamma-linolenic acid; (8Z,11Z,14Z)-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoic acid; (Z,Z,Z)-8,11,14-Icosatrienoic acid; (Z,Z,Z)-8,11,14-Eicosatrienoate; (Z,Z,Z)-8,11,14-Icosatrienoate; 8,11,14-Eicosatrienoate; 8,11,14-Icosatrienoate; 8Z,11Z,14Z-Eicosatrienoic acid; (8Z,11Z,14Z)-Icosa-8,11,14-trienoic acid
C03248	Acetylenedicarboxylate; Acetylenedicarboxylic acid; 2-Butynedioic acid
C03263	Coproporphyrinogen III
C03267	beta-D-Fructose 2-phosphate; beta-D-Fructofuranose 2-phosphate
C03273	5-Oxopentanoate; Glutarate semialdehyde
C03277	Imidazol-5-yl-pyruvate; 3-(Imidazol-5-yl)pyruvate; Imidazole pyruvate; Imidazole pyruvic acid
C03283	L-2,4-Diaminobutanoate; alpha,gamma-Diaminobutyrate; L-2,4-Diaminobutyrate
C03284	L-3-Aminoisobutanoate; (S)-3-Aminoisobutyrate; L-3-Aminoisobutyrate; (S)-3-Aminoisobutanoate; (S)-3-Amino-2-methylpropanoate; (S)-beta-Aminoisobutyrate
C03287	L-Glutamyl 5-phosphate; L-Glutamate 5-phosphate
C03289	L-xylo-Hexulonolactone; L-xylo-Hex-2-ulono-1,4-lactone
C03291	L-Xylulose 5-phosphate
C03294	N-Formylmethionyl-tRNA
C03296	N2-Succinyl-L-arginine; (2S)-2-(3-Carboxypropanoylamino)-5-(diaminomethylideneamino)pentanoic acid
C03313	Phylloquinol; Vitamin K1 hydroquinone; Phytonadiol
C03323	(2,1-beta-D-Fructosyl)n; (2,1-beta-D-Fructosyl)n+1; Inulin; (1,2-beta-D-Fructosyl)n; (1,2-beta-D-Fructosyl)m; (1,2-beta-D-Fructosyl)n+1; (1,2-beta-D-Fructosyl)m-1
C03341	2-Amino-4-oxopentanoic acid; 2-Amino-4-oxopentanoate; (2R)-2-Amino-4-oxopentanoate
C03344	2-Methylacetoacetyl-CoA; 2-Methyl-3-acetoacetyl-CoA
C03345	2-Methylbut-2-enoyl-CoA; trans-2-Methylbut-2-enoyl-CoA; Tiglyl-CoA; (E)-2-Methylcrotonoyl-CoA; Methylcrotonoyl-CoA; Methylcrotonyl-CoA; Tigloyl-CoA; 2-Methylcrotanoyl-CoA
C03366	5-Phosphooxy-L-lysine; (5R)-5-Phosphooxy-L-lysine; 5-Phosphonooxy-L-lysine; O-Phosphohydroxy-L-lysine; (5R)-5-Phosphonooxy-L-lysine
C03372	Acylglycerone phosphate; Dihydroxyacetone phosphate acyl ester; 1-Acyl-glycerone 3-phosphate
C03373	Aminoimidazole ribotide; AIR; 1-(5'-Phosphoribosyl)-5-aminoimidazole; 5'-Phosphoribosyl-5-aminoimidazole; 1-(5-Phospho-D-ribosyl)-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole; 5-Amino-1-(5-phospho-beta-D-ribosyl)imidazole
C03375	Norspermidine; Bis(3-aminopropyl)amine; 3,3'-Iminobispropylamine
C03383	D-Galactono-1,4-lactone; gamma-D-Galactonolactone
C03393	4-Phospho-D-erythronate; 4-Phosphoerythronate
C03402	L-Asparaginyl-tRNA(Asn); Asn-tRNA(Asn); Asparaginyl-tRNA(Asn)
C03406	N-(L-Arginino)succinate; 2-(Nomega-L-Arginino)succinate; L-Argininosuccinate; L-Argininosuccinic acid; L-Arginosuccinic acid
C03409	N-Formimino-L-aspartate; N-Formimidoyl-L-aspartate
C03410	N-Glycoloyl-neuraminate; N-Glycolylneuraminate; Neu5Gc
C03415	N2-Succinyl-L-ornithine; (2S)-5-Amino-2-(3-carboxypropanoylamino)pentanoic acid
C03428	Presqualene diphosphate
C03440	cis-4-Hydroxy-D-proline
C03451	(R)-S-Lactoylglutathione; S-D-Lactoylglutathione
C03453	gamma-Oxalocrotonate; (Z)-5-Oxohex-2-enedioate; 4-Oxalocrotonate
C03454	1-Alkenyl-2-acylglycerol
C03455	11-cis-Retinyl palmitate
C03458	2,3,6-Trihydroxypyridine
C03459	2-Hydroxy-3-oxosuccinate; Oxaloglycolate
C03460	2-Methylprop-2-enoyl-CoA; Methacrylyl-CoA; Methylacrylyl-CoA
C03461	2-trans,6-trans-Farnesal; trans,trans-Farnesal; Farnesal; (2E,6E)-3,7,11-Trimethyl-2,6,10-dodecatrienal; (2E,6E)-Farnesal
C03479	Folinic acid; Leucovorin; 5-Formyltetrahydrofolate; L(-)-5-Formyl-5,6,7,8-tetrahydrofolic acid
C03483	Adenosine tetraphosphate; Adenosine 5'-tetraphosphate
C03492	D-4'-Phosphopantothenate; (R)-4'-Phosphopantothenate
C03506	Indoleglycerol phosphate; 1-C-(Indol-3-yl)glycerol 3-phosphate; (3-Indolyl)-glycerol phosphate; C1-(3-Indolyl)-glycerol 3-phosphate; (1S,2R)-1-C-(Indol-3-yl)glycerol 3-phosphate; Indole-3-glycerol phosphate
C03508	L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid
C03511	L-Phenylalanyl-tRNA(Phe)
C03512	L-Tryptophanyl-tRNA(Trp)
C03516	Magnesium protoporphyrin; Magnesium protoporphyrin IX; Mg-protoporphyrin IX
C03519	N-Acetyl-L-phenylalanine
C03539	S-Ribosyl-L-homocysteine; S-D-Ribosyl-L-homocysteine; Ribose-5-S-homocysteine; S-Ribosylhomocysteine; S-(5-Deoxy-D-ribos-5-yl)-L-homocysteine
C03541	THF-polyglutamate; Tetrahydropteroyl-[gamma-Glu]n; Tetrahydrofolyl-[Glu](n-1); (6S)-H4PteGlu(n); Tetrahydropteroyl-[gamma-Glu]n+1; Tetrahydrofolyl-[Glu](n)
C03546	myo-Inositol 4-phosphate; D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-phosphate; 1D-myo-Inositol 4-monophosphate; Inositol 4-phosphate
C03547	omega-Hydroxy fatty acid
C03548	trans-2,3-Epoxysuccinate
C03557	2-Aminoethylphosphonate; (2-Aminoethyl)phosphonate; Ciliatine
C03561	(R)-3-Hydroxybutanoyl-CoA; (3R)-3-Hydroxybutanoyl-CoA
C03564	1-Pyrroline-2-carboxylate; 1-Pyrroline-2-carboxylic acid; Delta1-Pyrroline 2-carboxylate; 1-Pyrroline 2-carboxylate
C03574	2-Formylaminobenzaldehyde
C03576	Coenzyme M; 2-Mercaptoethanesulfonate; Reduced coenzyme M; HS-CoM; CoM
C03577	20-Hydroxyleukotriene E4; 20-OH-LTE4; 20-OH-Leukotriene E4
C03582	Resveratrol; 3,4',5-Trihydroxystilbene; trans-Resveratrol
C03589	4-Hydroxy-2-oxopentanoate; 4-Hydroxy-2-oxovalerate
C03594	7alpha-Hydroxycholesterol; Cholest-5-ene-3beta,7alpha-diol
C03595	8,11,14-Eicosatrienoyl-CoA; 8,11,14-Icosatrienoyl-CoA; (8Z,11Z,14Z)-Icosatrienoyl-CoA; (8Z,11Z,14Z)-Icosa-8,11,14-trienoyl-CoA
C03598	CDP-3,6-dideoxy-D-glucose; CDPparatose; CDP-alpha-D-paratose
C03599	CDP-3,6-dideoxy-D-mannose; CDPtyvelose
C03611	Galactose oligosaccharide
C03614	Inosine 5'-tetraphosphate
C03618	L-threo-3-Methylaspartate; (2S,3S)-3-Methylaspartate
C03619	Methyl beta-D-galactoside; Methyl beta-D-galactopyranoside
C03621	N-Acetoxy-4-aminobiphenyl
C03622	N-Hydroxy-4-aminobiphenyl
C03640	Sphingosyl-phosphocholine
C03646	Bis-gamma-glutamylcystine; Oxidized gamma-glutamylcysteine; Bis-gamma-L-glutamyl-L-cystine; Oxidized gamma-L-glutamyl-L-cysteine
C03652	(2R,3S)-2,3-Dimethylmalate
C03656	(S)-5-Amino-3-oxohexanoic acid; (S)-5-Amino-3-oxohexanoate
C03657	1,4-Dihydroxy-2-naphthoate; 1,4-Dihydroxy-2-naphthoic acid
C03659	D-Bornesitol; (-)-Bornesitol; 1-O-Methyl-myo-inositol; 1D-1-O-Methyl-myo-inositol
C03660	L-Bornesitol; (+)-Bornesitol; 3-O-Methyl-myo-inositol; 1D-3-O-Methyl-myo-inositol
C03680	4-Imidazolone-5-propanoate; 4-Imidazolone-5-propionic acid; 4,5-Dihydro-4-oxo-5-imidazolepropanoate
C03681	5alpha-Pregnane-3,20-dione; 5alpha-Dihydroprogesterone
C03684	6-Pyruvoyltetrahydropterin; 6-(1,2-Dioxopropyl)-5,6,7,8-tetrahydropterin; 6-Pyruvoyl-5,6,7,8-tetrahydropterin
C03688	Apo-[acyl-carrier-protein]
C03691	CMP-N-glycoloylneuraminate; CMP-N-glycolylneuraminate; CMP-Neu5Gc
C03692	1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol; D-Galactosyldiacylglycerol; 3-beta-D-Galactosyl-1,2-diacylglycerol; Monogalactosyldiglyceride; Monogalactosyl-diacylglycerol; MGDG; Galbeta1->3acyl2Gro; 3-(beta-D-Galactosyl)-1,2-diacyl-sn-glycerol; 1,2-Diacyl-3-O-(beta-D-galactopyranosyl)-sn-glycerol
C03715	O-Alkylglycerone phosphate; Alkyl-glycerone 3-phosphate; Dihydroxyacetone phosphate alkyl ether
C03719	Phenylacetothiohydroximate; (Z)-2-Phenyl-1-thioacetohydroximate
C03722	Quinolinate; Pyridine-2,3-dicarboxylate; Quinolinic acid; 2,3-Pyridinedicarboxylic acid
C03733	UDP-alpha-D-galactofuranose; UDP-alpha-D-galacto-1,4-furanose; UDP-D-galacto-1,4-furanose
C03740	(5-L-Glutamyl)-L-amino acid; L-gamma-Glutamyl-L-amino acid; alpha-(gamma-L-Glutamyl)-L-amino acid
C03741	(S)-4-Amino-5-oxopentanoate; L-Glutamate 1-semialdehyde
C03747	11alpha-Hydroxyprogesterone
C03752	2-Amino-2-deoxy-D-gluconate; D-Glucosaminate; D-Glucosaminic acid; Glucosaminate
C03758	Dopamine; 4-(2-Aminoethyl)-1,2-benzenediol; 4-(2-Aminoethyl)benzene-1,2-diol; 3,4-Dihydroxyphenethylamine; 2-(3,4-Dihydroxyphenyl)ethylamine
C03765	4-Hydroxyphenylacetaldehyde; 2-(4-Hydroxyphenyl)acetaldehyde
C03771	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate; 2-Oxoarginine
C03772	5beta-Androstane-3,17-dione
C03785	D-Tagatose 1,6-bisphosphate
C03793	N6,N6,N6-Trimethyl-L-lysine
C03794	N6-(1,2-Dicarboxyethyl)-AMP; N6-(1,2-Dicarboxyethyl)AMP; Adenylosuccinate; Adenylosuccinic acid
C03819	1-Acylglycerophosphoinositol; 1-Acyl-sn-glycero-3-phosphoinositol
C03820	1-Alkyl-2-acetyl-sn-glycerol; 2-Acetyl-1-alkyl-sn-glycerol; 1-O-Alkyl-2-acetyl-sn-glycerol
C03824	2-Aminomuconate semialdehyde; 2-Aminomuconate 6-semialdehyde
C03826	2-Dehydro-3-deoxy-D-xylonate; 2-Dehydro-3-deoxy-D-arabinonate; 2-Dehydro-3-deoxy-D-pentonate; (4S)-4,5-Dihydroxy-2-oxopentanoate
C03827	2-Dehydro-3-deoxy-L-fuconate
C03838	5'-Phosphoribosylglycinamide; GAR; N1-(5-Phospho-D-ribosyl)glycinamide; Glycinamide ribonucleotide
C03845	5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol
C03852	Androstan-3alpha,17beta-diol; 5alpha-Androstan-3alpha,17beta-diol
C03862	Dolichyl phosphate D-mannose; Dolichyl D-mannosyl phosphate; Dolichyl beta-D-mannosyl phosphate
C03871	L-2-Amino-6-oxoheptanedioate; L-2-Amino-6-oxopimelate
C03872	L-Serine-phosphoethanolamine; Serine phosphoethanolamine
C03892	Phosphatidylglycerophosphate; 1-(3-sn-Phosphatidyl)-sn-glycerol 3-phosphate; 3-(3-Phosphatidyl)-D-glycerol 1-phosphate; 1,2-Diacyl-sn-glycero-3-phospho-sn-glycerol 3'-phosphate
C03906	beta-L-Arabinose 1-phosphate
C03912	(S)-1-Pyrroline-5-carboxylate; L-1-Pyrroline-5-carboxylate; 1-Pyrroline-5-carboxylate
C03917	Dihydrotestosterone; 17beta-Hydroxyandrostan-3-one; Androstanolone; 17beta-Hydroxy-5alpha-androstan-3-one
C03920	2-(Methylthio)ethanesulfonate; Methylcoenzyme M; Methyl-CoM; 2-(Methylsulfanyl)ethane-1-sulfonate
C03921	2-Dehydro-3-deoxy-D-glucarate
C03933	5-D-Glutamyl-D-glutamyl-peptide; gamma-D-Glutamyl-D-glutamyl-peptide
C03935	6beta-Hydroxy-17beta-estradiol; 6beta-Hydroxyestradiol-17beta
C03939	Acetyl-[acyl-carrier protein]
C03943	(2R,4S)-2,4-Diaminopentanoate; D-threo-2,4-Diaminopentanoate; 2,4-Diaminopentanoate
C03955	N6-Acetyl-N6-hydroxy-L-lysine; N6-Acetyl-N6-hydroxylysine
C03964	(R)-3-(4-Hydroxyphenyl)lactate
C03968	1-Alkyl-sn-glycero-3-phosphate; 1-Alkyl-sn-glycerol 3-phosphate; 1-O-Alkyl-sn-glycerol 3-phosphate
C03972	2,3,4,5-Tetrahydrodipicolinate; Delta1-Piperidine-2,6-dicarboxylate; L-2,3,4,5-Tetrahydrodipicolinate; (S)-2,3,4,5-Tetrahydropyridine-2,6-dicarboxylate
C03974	2-Acyl-sn-glycerol 3-phosphate
C03979	2-Dehydro-3-deoxy-L-rhamnonate
C03981	2-Hydroxyethylenedicarboxylate; enol-Oxaloacetate; enol-Oxaloacetic acid; 2-Hydroxybut-2-enedioic acid
C03993	4-(beta-D-Glucosyloxy)benzoate; 4-Hydroxybenzoate-O-glucoside
C03997	5-Hydroxymethyldeoxycytidylate; 5-Hydroxymethyldeoxycytidylic acid; 2'-Deoxy-5-hydroxymethylcytidine 5'-phosphate
C04002	(Z)-But-1-ene-1,2,4-tricarboxylate; Homo-cis-aconitate; cis-Homoaconitate; (Z)-1,2,4-But-1-enetricarboxylic acid
C04006	1D-myo-Inositol 3-phosphate; D-myo-Inositol 3-phosphate; myo-Inositol 3-phosphate; Inositol 3-phosphate; 1D-myo-Inositol 3-monophosphate; D-myo-Inositol 3-monophosphate; myo-Inositol 3-monophosphate; Inositol 3-monophosphate; 1L-myo-Inositol 1-phosphate; L-myo-Inositol 1-phosphate
C04020	D-Lysopine; N2-(D-1-Carboxyethyl)-L-lysine; Lysopine
C04022	S,S-Dimethyl-beta-propiothetin; S-Dimethylsulfonium propionic acid; Dimethylpropiothetin; DMPT; DMSP
C04037	1-Phospho-alpha-D-galacturonate; D-Galacturonate 1-phosphate
C04042	20alpha-Hydroxy-4-pregnen-3-one; 20alpha-Hydroxypregn-4-en-3-one; 20alpha-Hydroxyprogesterone; (S)-20-Hydroxypregn-4-en-3-one
C04043	3,4-Dihydroxyphenylacetaldehyde; Protocatechuatealdehyde
C04044	3-(2,3-Dihydroxyphenyl)propanoate; 2,3-Dihydroxyphenylpropanoate
C04045	3-(3,4-Dihydroxyphenyl)pyruvate; 3,4-Dihydroxyphenylpyruvate
C04046	3-D-Glucosyl-1,2-diacylglycerol; 1,2-Diacyl-3-beta-D-glucosyl-sn-glycerol; Monoglucosyldiglyceride; Monoglucosyldiacylglycerol; Glcbeta1->3acyl2Gro; 1,2-Diacyl-3-O-(beta-D-glucopyranosyl)-sn-glycerol
C04051	5-Amino-4-imidazolecarboxyamide
C04052	5-Carboxy-2-oxohept-3-enedioate; 5-Oxopent-3-ene-1,2,5-tricarboxylate
C04053	5-Dehydro-4-deoxy-D-glucuronate; 4-Deoxy-L-threo-5-hexosulose uronate
C04056	Rumenic acid; 9-cis,11-trans-Octadecadienoate; (9Z,11E)-Octadecadienoic acid
C04062	D-myo-Inositol 1,3-bisphosphate; 1D-myo-Inositol 1,3-bisphosphate; myo-Inositol 1,3-bisphosphate; Inositol 1,3-bisphosphate
C04063	D-myo-Inositol 3,4-bisphosphate; 1D-myo-Inositol 3,4-bisphosphate; Inositol 3,4-bisphosphate
C04076	L-2-Aminoadipate 6-semialdehyde; 2-Aminoadipate 6-semialdehyde; L-Allysine; Allysine; (S)-2-Amino-6-oxohexanoate
C04079	N-((R)-Pantothenoyl)-L-cysteine; D-Pantothenoyl-L-cysteine; N-Pantothenoylcysteine
C04088	Octadecanoyl-[acyl-carrier protein]; Stearoyl-[acyl-carrier protein]
C04089	UDP-4-dehydro-6-deoxy-D-glucose; UDP-4-keto-6-deoxy-D-glucose; UDP-4-oxo-6-deoxy-D-glucose; UDP-4-dehydro-6-deoxy-alpha-D-glucose
C04092	Delta1-Piperideine-2-carboxylate; 1,2-Didehydropiperidine-2-carboxylate; 1-Piperideine-2-carboxylate
C04106	2-(Hydroxymethyl)-4-oxobutanoate; alpha-Hydroxymethyl succinate semialdehyde; 2-Hydroxymethyl succinate semialdehyde
C04122	D-1-Aminopropan-2-ol O-phosphate; (R)-1-Aminopropan-2-yl phosphate
C04133	N-Acetyl-L-glutamate 5-phosphate; N-Acetyl-L-glutamyl 5-phosphate
C04137	D-Octopine; N2-(D-1-Carboxyethyl)-L-arginine; N2-(1-Carboxyethyl)-L-arginine; Arginine, N2-(1-carboxyethyl)-, L-; D-(+)-Octopine; L-Arginine, N2-(1-carboxyethyl)-, (R)-; L-Arginine, N2-[(1R)-1-carboxyethyl]-; Octopine
C04145	all-trans-Nonaprenyl diphosphate; Solanesyl pyrophosphate; Solanesyl diphosphate
C04146	all-trans-Octaprenyl diphosphate; Farnesylfarnesylgeraniol
C04148	Phenylacetylglutamine; alpha-N-Phenylacetyl-L-glutamine; N2-(2-Phenylacetyl)-L-glutamine
C04180	cis-Dec-3-enoyl-[acp]; cis-Dec-3-enoyl-[acyl-carrier protein]; cis-3-Decenoyl-[acyl-carrier protein]
C04181	3-Hydroxy-3-methyl-2-oxobutanoic acid; 3-Hydroxy-3-methyl-2-oxobutanoate; 2-Oxo-3-hydroxyisovalerate
C04185	5,6-Dihydroxyindole-2-carboxylate; DHICA
C04186	5-Carboxymethyl-2-hydroxymuconate
C04188	S-Methyl-5-thio-D-ribose 1-phosphate; S-Methyl-5-thio-alpha-D-ribose 1-phosphate; S-Methyl-5-thio-5-deoxy-D-ribose 1-phosphate
C04216	all-trans-Heptaprenyl diphosphate
C04225	(Z)-But-2-ene-1,2,3-tricarboxylate; cis-2-Methylaconitate
C04226	6-Oxo-1,4,5,6-tetrahydronicotinate; 1,4,5,6-Tetrahydro-6-oxonicotinate; 1,4,5,6-Tetrahydro-6-oxonicotinic acid
C04230	1-Acyl-sn-glycero-3-phosphocholine; 1-Acyl-sn-glycerol-3-phosphocholine; alpha-Acylglycerophosphocholine; 2-Lysolecithin; 2-Lysophosphatidylcholine; 1-Acylglycerophosphocholine
C04233	2-Acyl-sn-glycero-3-phosphocholine; 2-Acylglycero-3-phosphocholine; 1-Lysophosphatidylcholine; 1-Lysolecithin; 3-Lysolecithin
C04236	(2S)-2-Isopropyl-3-oxosuccinate; 3-Carboxy-4-methyl-2-oxopentanoate; 2-Oxo-4-methyl-3-carboxypentanoate
C04242	5-Fluorodeoxyuridine monophosphate
C04244	6-Lactoyl-5,6,7,8-tetrahydropterin
C04246	But-2-enoyl-[acyl-carrier protein]
C04257	N-Acetyl-D-mannosamine 6-phosphate; N-Acetylmannosamine 6-phosphate
C04272	(R)-2,3-Dihydroxy-3-methylbutanoate; (R)-2,3-Dihydroxy-isovalerate; (R)-2,3-Dihydroxy-isovaleric acid; (2R)-2,3-Dihydroxy-3-methylbutanoate
C04281	L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate; (3R,5S)-3-Hydroxy-1-pyrroline-5-carboxylate
C04282	1-Pyrroline-4-hydroxy-2-carboxylate
C04287	3D-3,5/4-Trihydroxycyclohexane-1,2-dione; D-2,3-Diketo-4-deoxy-epi-inositol; (3R,4S,5R)-3,4,5-Trihydroxy-1,2-cyclohexanedione; 3,5/4-Trihydroxycyclohexa-1,2-dione
C04294	5-(2-Hydroxyethyl)-4-methylthiazole; 4-Methyl-5-(2'-hydroxyethyl)-thiazole; 4-Methyl-5-(2-hydroxyethyl)thiazole; HET
C04295	Androstenediol; Androst-5-ene-3beta,17beta-diol; 3beta,17beta-Dihydroxyandrost-5-ene; 3beta,17beta-Dihydroxy-5-androstene
C04297	CDP-4-dehydro-3,6-dideoxy-D-glucose; CDP-3,6-dideoxy-D-erythro-hexos-4-ulose; CDP-4-dehydro-3,6-dideoxy-alpha-D-glucose
C04302	N-(5-Phospho-D-ribosyl)anthranilate; N-(5-Phospho-beta-D-ribosyl)anthranilate; N-(5-Phosphoribosyl)anthranilic acid
C04308	Phosphatidyl-N-dimethylethanolamine
C04315	2-Acyl-3-O-(beta-D-galactosyl)-sn-glycerol; Monogalactosyl-monoacylglycerol; Gal-beta1->3acyl1Gro; Galbeta1->3acyl1Gro; Mono-beta-D-galactosylacylglycerol
C04317	1-Organyl-2-lyso-sn-glycero-3-phosphocholine; 1-Radyl-2-lyso-sn-glycero-3-phosphocholine; 1-Alkyl-2-lyso-sn-glycero-3-phosphocholine; 1-Alkyl-sn-glycero-3-phosphocholine
C04327	4-Methyl-5-(2-phosphooxyethyl)thiazole; 4-Methyl-5-(2-phosphonooxyethyl)thiazole; 5-(2-Hydroxyethyl)-4-methylthiazole phosphate; HET-P
C04330	5,10-Methenyltetrahydromethanopterin; 5,10-Methenyl-5,6,7,8-tetrahydromethanopterin; N5,N10-Methenyltetrahydromethanopterin
C04332	6,7-Dimethyl-8-(D-ribityl)lumazine
C04348	L-Malyl-CoA; (S)-Malyl-CoA; Malyl-CoA; (3S)-3-Carboxy-3-hydroxypropanoyl-CoA; (3S)-3-Carboxy-3-hydroxypropionyl-CoA
C04349	(4S)-4,6-Dihydroxy-2,5-dioxohexanoate; 3-Deoxy-D-glycero-2,5-hexodiulosonate; 2,5-Diketo-3-deoxy-D-gluconate
C04350	(E)-4-Hydroxyphenylacetaldehyde oxime; (E)-[4-Hydroxyphenylacetaldehyde oxime]
C04351	(R)-2-Methylimino-1-phenylpropan-1-ol
C04352	(R)-4'-Phosphopantothenoyl-L-cysteine; N-[(R)-4'-Phosphopantothenoyl]-L-cysteine
C04361	1-O-Alkyl-2-acetyl-3-acyl-sn-glycerol; 2-Acetyl-1-O-alkyl-3-acyl-sn-glycerol
C04368	3-Amino-3-(4-hydroxyphenyl)propanoate; beta-Tyrosine
C04373	Etiocholanolone; 3alpha-Hydroxy-5beta-androstan-17-one; Etiocholan-3alpha-ol-17-one; 3alpha-Hydroxyetiocholan-17-one
C04376	5'-Phosphoribosyl-N-formylglycinamide; N-Formyl-GAR; N-Formylglycinamide ribonucleotide; N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide
C04377	5,10-Methylenetetrahydromethanopterin; N5,N10-Methylenetetrahydromethanopterin
C04390	N6-Acetyl-LL-2,6-diaminoheptanedioate; N2-Acetyl-LL-2,6-diaminoheptanedioate; N6-Acetyl-LL-2,6-diaminopimelate; N2-Acetyl-LL-2,6-diaminopimelate; N6-Acetyl-L-2,6-diaminoheptanedioate; N6-Acetyl-L-2,6-diaminopimelate; N-Acetyl-LL-2,6-diaminoheptanedioate
C04392	P1,P4-Bis(5'-xanthosyl) tetraphosphate; XppppX
C04405	(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA; (S)-3-Hydroxy-2-methylbutyryl-CoA
C04409	2-Amino-3-carboxymuconate semialdehyde; 2-Amino-3-(3-oxoprop-1-enyl)-but-2-enedioate; 2-Amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioate
C04411	(2R,3S)-3-Isopropylmalate; 3-Isopropylmalate; 3-Carboxy-2-hydroxy-4-methylpentanoate; 2-D-threo-Hydroxy-3-carboxy-isocaproate
C04421	N-Succinyl-LL-2,6-diaminoheptanedioate; N-Succinyl-LL-2,6-diaminopimelate; N-Succinyl-L-2,6-diaminoheptanedioate; N-Succinyl-L-2,6-diaminopimelate
C04437	1-(5-Phosphoribosyl)imidazole-4-acetate
C04438	1-Acyl-sn-glycero-3-phosphoethanolamine; L-2-Lysophosphatidylethanolamine
C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate; 6-Phospho-2-dehydro-3-deoxy-D-gluconate; 2-Keto-3-deoxy-6-phosphogluconate; 2-Dehydro-3-deoxy-D-gluconate 6-phosphate
C04454	5-Amino-6-(5'-phospho-D-ribitylamino)uracil; 5-Amino-2,6-dioxy-4-(5'-phospho-D-ribitylamino)pyrimidine; 5-Amino-6-(5-phospho-D-ribitylamino)uracil
C04462	N-Succinyl-2-L-amino-6-oxoheptanedioate; N-Succinyl-L-2-amino-6-oxoheptanedioate; N-Succinyl-L-2-amino-6-oxopimelate; N-Succinyl-2-amino-6-oxo-L-pimelic acid; N-Succinyl-epsilon-keto-L-aminopimelic acid; (S)-2-(Succinylamino)-6-oxoheptanedioate
C04475	1-Alkyl-2-acylglycerophosphoethanolamine; 1-Radyl-2-acyl-sn-glycero-3-phosphoethanolamine; 1-Organyl-2-acyl-sn-glycero-3-phosphoethanolamine; O-1-Alkyl-2-acyl-sn-glycero-3-phosphoethanolamine; 2-Acyl-1-alkyl-sn-glycero-3-phosphoethanolamine
C04477	1D-myo-Inositol 1,3,4,6-tetrakisphosphate; D-myo-Inositol 1,3,4,6-tetrakisphosphate; Inositol 1,3,4,6-tetrakisphosphate
C04479	2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate; (2Z,4E)-2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate
C04487	5-(D-Galactosyloxy)-L-lysine-procollagen; Procollagen 5-(D-galactosyl)-L-lysine; Procollagen 5-(D-galactosyloxy)-L-lysine; Procollagen beta-D-galactosyl-L-hydroxylysine
